skintype,skin_condition,product_type,product_name,brand,notable_effects,picture_src
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,AZARINE CBD Hydraoxidant Ampoule,AZARINE,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Azarine_CBD_Hydraoxidant_Ampoule.png
Oily,"('dry and dehydrated skin',)",Moisturizer,AZARINE C White Night Moisturizer,AZARINE,"('hydrating', 'moisturizing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/C_White_Night_Moisturizer.png
Oily,"('wrinkles', 'pigmentation', 'sun damage')",Moisturizer,AZARINE Easy White Light Moist Day Cream Spf 25 ++,AZARINE,"('brightening', 'anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Easy_White_Light_Moist_Day_Cream_Spf_25_%2B%2B-removebg-preview.png
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Moisturizer,AZARINE Easy White Nutrifull Night Cream,AZARINE ,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Easy_White_Nutrifull_Night_Cream-removebg-preview.png
Dry,"('acne', 'enlarged pores', 'oily skin')",Moisturizer,AZARINE Oil Free Brightening Daily Moisturizer 40gr,AZARINE ,"('acne-free', 'oil-control', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/OilFreeBrightening-Slide1.jpg
Oily,"('sun damage',)",Moisturizer,AZARINE Refreshing Essence Mist x Rachel Goddard,AZARINE ,"('uv-protection',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Azarine_C_White_Refreshing_Essence_Mist.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage',)",Moisturizer,Azarine C White Ultralight Hydraglow Day Cream,AZARINE,"('uv-protection',)","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/01ce16d1-e63b-416e-ab1a-1abb751c60f1-image-0-1613455733812"
"Normal, Dry, Oily, Sensitive","('wrinkles', 'pigmentation')",Moisturizer,Azarine Night Moisturizer C White,AZARINE,"('brightening', 'anti-aging')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/image-1-1599534751537"
"Oily, Sensitive","('dry and dehydrated skin', 'acne')",Moisturizer,Azarine Oil Free Brightening Daily Moisturizer,AZARINE,"('moisturizing', 'acne-free')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/edef6f7b-84f8-4298-b129-af2d68cdd96d-54809619914-1622086411878.png"
"Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Sunscreen,Azarine Hydrashoothe Sunscreen Gel Spf45+++,AZARINE,"('soothing', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=244,format=auto,dpr=1.45/https://images.soco.id/083f16a2-5aeb-4159-af33-c1151a53a5b7-image-0-1609837989120"
"Normal, Dry","('dry and dehydrated skin', 'dull skin')",Face Wash,Brightening Facial Cleanser,AZARINE,"('hydrating', 'moisturizing', 'refreshing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/cwhite_brightening_facial_cleanser.png
Oily,"('wrinkles', 'sun damage')",Sunscreen,BANANA BOAT Protective Tanning Oil SPF15,BANANA BOAT,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/60402_BB_ProtectiveTanningOil_spf15-236ml_800x800pxl.jpg
Dry,"('sun damage',)",Sunscreen,BANANA BOAT Aloe Vera Gel ,BANANA BOAT,"('uv-protection',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/64959_BB_AloeVeraGel_90ml_800x800pxl_%281%29.jpg
Dry,"('wrinkles', 'pigmentation', 'sun damage')",Sunscreen,BANANA BOAT Ultra Protect Faces Lotion SPF50 ,BANANA BOAT,"('brightening', 'anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/BB_UPFaces_LotionSPF50_60ml_800x800pxl.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'sun damage')",Sunscreen,BANANA BOAT Deep Tanning Oil SPF4,BANANA BOAT,"('moisturizing', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/60025_BB_DeepTanningOil_spf4-236ml_800x800pxl.jpg
Oily,"('sun damage',)",Sunscreen,BANANA BOAT Ultra Protect SPF80,BANANA BOAT,"('uv-protection',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/65071_BB_UltraProtect_Spf80_90ml_800x800pxl.jpg
Oily,"('sun damage',)",Sunscreen,BANANA BOAT Ultramist Sport Coolzone Spray SPF50+ ,BANANA BOAT,"('uv-protection',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/03682_BB_SportCoolzone_Ultramist_Spf50%2B_170g_800x800pxl.jpg
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'sun damage')",Sunscreen,BANANA BOAT Protective Tanning Oil SPF8 ,BANANA BOAT,"('moisturizing', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/60088_BB_ProtectiveTanningOil_spf8-236ml_800x800pxl.jpg
Dry,"('wrinkles', 'sun damage')",Sunscreen,BANANA BOAT Protect & Hydrate Ultramist SPF50 ,BANANA BOAT,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/785100_BB_ProtectHydrate_Ultramist_Spf50%2B_170g_800x800pxl.jpg
Dry,"('wrinkles',)",Sunscreen,BANANA BOAT Sport Coolzone After Sun Gel,BANANA BOAT,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/67440_BB_SportCoolzone_AfterSunGel_226g_800x800pxl.jpg
Oily,"('wrinkles', 'sun damage')",Sunscreen,BANANA BOAT Deep Tanning Oil SPF2 ,BANANA BOAT,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/60013_BB_DeepTanningOil_spf2-236ml_800x800pxl.jpg
Oily,"('wrinkles', 'sun damage')",Sunscreen,BANANA BOAT Sport SPF50 ,BANANA BOAT,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/BB_Sport_LotionSPF50_800x800pxl.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'pigmentation')",Sunscreen,BANANA BOAT Ultra Protect Ultramist SPF50,BANANA BOAT,"('brightening', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/04494_BB_UltraProtect_Ultramist_Spf50_170g_800x800pxl.jpg
Dry,"('wrinkles',)",Sunscreen,BANANA BOAT Deep Tanning Oil,BANANA BOAT,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/60010_BB_DeepTanningOil_spf0-236ml_800x800pxl.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'sun protection')",Sunscreen, Banana Boat Ultra Protect Faces Sunscreen Lotion SPF 50,BANANA BOAT,"('uv-protection', 'no-whitecast')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/5156903b-aa6b-472f-9881-f45245392d3e-62876906380-1623299025286.png"
"Normal, Dry, Oily, Combination","('sun damage', 'sun protection')",Sunscreen,Banana Boat Simply Protect Aqua Long Wearing Moisture Sunscreen Lotion SPF50+,BANANA BOAT,"('uv-protection', 'no-whitecast')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/3/6/4/4/2/36442-large_default.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'sun protection')",Sunscreen,Banana Boat Simply Protect Aqua Daily Moisture Sunscreen Lotion SPF50+,BANANA BOAT,"('uv-protection', 'no-whitecast')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/3/6/4/3/9/36439-large_default.jpg
Dry,"('wrinkles', 'sun damage')",Sunscreen,BANANA BOAT Simply Protect Kids Sunscreen Lotion SPF50+ ,BANANA BOAT,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/BB_SP_Kids_800x800pxl.jpg
Oily,"('wrinkles', 'sun damage')",Sunscreen,BANANA BOAT Sport SPF110 ,BANANA BOAT,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/65149_BBSport_spf110_30ml_800x800pxl.jpg
Dry,"('wrinkles', 'sun damage')",Sunscreen,BANANA BOAT Simply Protect Aqua Long Wearing Moisture Sunscreen Lotion SPF50+ 50ml ,BANANA BOAT,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/BB_SimplyProtectAqua_LongWearing_800x800pxl.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'impaired skin barrier')",Sunscreen,BANANA BOAT Sport SPF30,BANANA BOAT,"('skin-barrier', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/BB_Sport_LotionSPF30_800x800pxl.jpg
Dry,"('wrinkles', 'pigmentation', 'sun damage')",Sunscreen,BANANA BOAT Ultra Protect SPF30,BANANA BOAT,"('brightening', 'anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/BB_UP_LotionSPF30_800x800pxl.jpg
Dry,"('wrinkles', 'sun damage')",Sunscreen,BANANA BOAT Simply Protect Aqua Daily Moisture Sunscreen Lotion SPF50+ ,BANANA BOAT,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/BB_SimplyProtectAqua_DailyMoist_800x800pxl.jpg
"Oily, Combination, Sensitive","('sun damage',)",Sunscreen,banila co. Hello Sunny Essence Sun Stick Fresh SPF50+ PA++++,BANILA CO,"('uv-protection',)","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/53948638619-1583137727806.png"
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'sun protection')",Sunscreen,banila co. Banila Co It Radiant CC Sun Base Spf50+ Pa+++,BANILA CO,"('uv-protection', 'no-whitecast')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/5/8/6/6/25866-large_default.jpg
Sensitive,"('dry and dehydrated skin', 'sun damage')",Sunscreen,banila co. Banila Co Hello Sunny Hydrating Sun Essence SPF50+ PA++++,BANILA CO,"('hydrating', 'moisturizing', 'uv-protection')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/64210384328-1583135034554.png"
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles', 'sun damage')",Sunscreen,banila co. Hello Sunny Essence Sun Stick Glow SPF50+ PA++++,BANILA CO,"('anti-aging', 'uv-protection')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/94791996795-1583137915067.png"
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Toner,Benton Aloe BHA Skin Toner,BENTON,"('hydrating', 'soothing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/11fe3254-f8ee-42a2-b555-85ba459e04d3-image-0-1627886679762"
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,BENTON Snail Bee Ultimate Serum 35ml,BENTON,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/snail_bee_ultimate_serum_1024x1024.png
"Normal, Dry, Oily, Sensitive","('wrinkles',)",Face Wash,Benton Tea Tree Cleansing Water,BENTON,"('anti-aging',)",https://images.soco.id/49a72f3d-66de-46fb-b663-7ac7e80af333-image-0-1627887934324
"Normal, Oily","('dry and dehydrated skin', 'dull skin')",Face Wash,Benton Deep Green Tea Cleansing Foam ,BENTON,"('hydrating', 'refreshing')",https://images.soco.id/4281c3e4-3b32-4b51-830f-cf2c090c89ca-image-0-1608180239568
"Normal, Dry","('dry and dehydrated skin',)",Face Wash,Benton Honest Cleansing Foam,BENTON,"('hydrating', 'moisturizing')",https://images.soco.id/bb97f957-8378-4375-bfa1-3f08ad16c103-image-0-1627887354489
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'skin imbalance', 'impaired skin barrier')",Toner,Benton Snail Bee High Content Skin ,BENTON,"('hydrating', 'balancing', 'skin-barrier')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/64ca9997-ed0c-404d-b11d-ce139e00f31c-image-0-1627887596535"
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'pigmentation')",Sunscreen,Benton Papaya S-Sun Cream,BENTON,"('brightening', 'uv-protection')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/5/6/2/1/25621-large_default.jpg
Dry,"('wrinkles',)",Toner,BENTON Aloe BHA Skin Toner 200ml ,BENTON ,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/aloe-bha-skin-toner.jpg
"Normal, Dry","('dry and dehydrated skin',)",Moisturizer,Benton Aloe Real Cool Soothing Gel ,BENTON,"('moisturizing',)","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/image-0-1595488959689"
"Normal, Dry","('dry and dehydrated skin', 'redness')",Moisturizer,Benton Aloe Propolis Soothing Gel,BENTON,"('hydrating', 'soothing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/647c148b-2ddd-4e36-ae02-272206916e43-image-0-1627886818143"
Dry,"('wrinkles',)",Serum,BE THE SKIN Botanical Pore Serum ,BE THE SKIN,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Be_The_Skin_Botanical_Pore_Serum.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Toner,BHUMI Beneath Dear Doris Essence Toner ,BHUMI,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Dear_Doris%2C_Skin_Prep_1.png
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Toner,BHUMI Skin Ready Hydrating Booster,BHUMI,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Bhumi_Skin_Ready_Hydrating_Booster.png
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Toner,BHUMI Resurface Mild Exfoliating Toner ,BHUMI,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/jual_bhumi_exfoliating_toner_150ml_1.jpg
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Moisturizer,BHUMI G-Alpine Hydralock Moisturizer 45gr,BHUMI,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Moisturizer_bright.jpg
"Oily, Sensitive","('wrinkles', 'pigmentation', 'acne')",Moisturizer,Bhumi Bakuchiol Night Oil,BHUMI,"('acne-free', 'brightening', 'anti-aging')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/image-0-1606474156337"
Dry,"('wrinkles', 'pigmentation', 'acne')",Moisturizer,BHUMI Multi Targeted All Natural Adoring Face Oil,BHUMI,"('acne-free', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/ds1.png
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles', 'acne')",Moisturizer,BHUMI Bakuchiol Night Oil,BHUMI,"('acne-free', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Bakuchiol-Night-Oil-Bottle.png
"Normal, Dry, Oily, Combination","('wrinkles', 'pigmentation', 'enlarged pores')",Face Wash,BHUMI Chamomile Brightening Cleanser,BHUMI,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/C-Chamomile-Brightening-Cleanser-1.png
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Moisturizer,BHUMI Ceramide Hydra Lock Moisturizer,BHUMI,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Moisturizer_acne.jpg
"Oily, Sensitive","('wrinkles', 'pigmentation', 'acne')",Moisturizer,Bhumi Bakuchiol Night Oil ,BHUMI,"('acne-free', 'brightening', 'anti-aging')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/image-0-1606474156337"
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'pigmentation', 'impaired skin barrier')",Moisturizer,BHUMI Refill Pack Ceramide Hydra Lock Moisturizer 45gr,BHUMI ,"('moisturizing', 'brightening', 'skin-barrier')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Ceramide_Hydra_Lock_Moisturizer_Refill_Pack_1.png
Oily,"('wrinkles', 'pigmentation', 'acne', 'enlarged pores')",Serum,BHUMI G-Alpine Brightening Serum,BHUMI,"('acne-free', 'pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Serum_actual_bright.jpg
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'pigmentation', 'redness')",Serum,BHUMI C+ Brightening Booster,BHUMI,"('soothing', 'moisturizing', 'brightening', 'black-spot')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/C%2B_Brightening_Booster_1.png
"Oily, Combination, Sensitive","('redness', 'enlarged pores', 'acne')",Serum,BHUMI Acid Complex Clearing Serum,BHUMI,"('soothing', 'acne-free', 'pore-care')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Serum_actual_Acne.jpg
Oily,"('wrinkles', 'pigmentation', 'acne', 'enlarged pores')",Serum,BHUMI HPR Retinol Serum,BHUMI,"('acne-free', 'pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/HPR-Retinol-Serum-Bottle.png
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Toner,BHUMI Deep Hydration Exfoliating Toner ,BHUMI ,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Deep-Hydration-Exfoliating-Toner-1.png
Oily,"('wrinkles', 'pigmentation', 'acne', 'enlarged pores')",Serum,BHUMI Beneath Sugar Rush Exfoliating Serum,BHUMI ,"('acne-free', 'pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Sugar_Rush_Exfoliating_Serum_1.png
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Toner,BHUMI Beneath Cloud Nine Essence Toner,BHUMI,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Clound_Nine_Skin_Prep_1.png
Oily,"('dry and dehydrated skin', 'pigmentation')",Serum,BHUMI Beneath Very Berry Brightening Serum,BHUMI ,"('moisturizing', 'brightening', 'black-spot')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Very_Berry_Brightening_Serum_1.png
Sensitive,"('dry and dehydrated skin', 'redness')",Moisturizer,Bioderma Sensibio Light,BIODERMA,"('soothing', 'moisturizing')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/1/4/7/1/5/14715-large_default.jpg
Dry,"('wrinkles', 'sun damage')",Sunscreen,BIODERMA Photoderm Max fluide SPF100 40ml,BIODERMA,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Bioderma_Photoderm_Max.jpg
"Dry, Sensitive","('dry and dehydrated skin',)",Moisturizer,Bioderma Atoderm Huile De Douche ,BIODERMA,"('moisturizing',)","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/47818749840-1600760037939.png"
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'impaired skin barrier')",Sunscreen,Bioderma Photoderm Max SPF-100 ,BIODERMA,"('skin-barrier', 'uv-protection')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/1/4/6/3/6/14636-large_default.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'impaired skin barrier')",Sunscreen,Bioderma Photoderm Kid ,BIODERMA,"('skin-barrier', 'uv-protection')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/53170524599-1597981354856.png"
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum, BIODERMA Hydrabio Serum 40ml,BIODERMA,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Hydrabio1.jpg
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles', 'sun damage')",Sunscreen,Bioderma Photoderm Max Spray SPF 50 +,BIODERMA,"('anti-aging', 'uv-protection')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/8/6/4/9/8649-large_default.jpg
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles', 'pigmentation', 'acne')",Sunscreen,Bioderma Photoderm AKN Mat SPF-30 ,BIODERMA,"('acne-free', 'brightening', 'anti-aging')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/1/4/6/3/4/14634-large_default.jpg
Oily,"('wrinkles', 'sun damage')",Sunscreen,BIODERMA Photoderm AKN Mat SPF-30 (40ml) ,BIODERMA,"('anti-aging', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/jaul_bioderma_Photoderm_AKN_Mat_SPF-30.JPG
"Oily, Sensitive","('dry and dehydrated skin', 'pigmentation')",Moisturizer,EXCLUSIVEBio Beauty Lab Luxurious Face Oil ,BIO BEAUTY LAB,"('moisturizing', 'brightening', 'black-spot')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/a2e81f01-c298-43d0-adff-ea3a58f0aa65-image-0-1613977689554"
"Normal, Dry, Oily, Combination","('pigmentation', 'acne', 'oily skin')",Moisturizer,BIO BEAUTY LAB Luxurious Face Oil,BIO BEAUTY LAB,"('acne-free', 'oil-control', 'black-spot')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Luxurious_Face_Oil_20ml.png
